title,sjr,quartile
Journal of Ovarian Research,1.099,Q1
NeuroMolecular Medicine,1.099,Q2
Rheumatology and Therapy,1.099,Q2
Healthcare Analytics,1.098,Q1
IEEE Open Journal of Antennas and Propagation,1.098,Q1
Journal of Management Science and Engineering,1.098,Q1
Naval Research Logistics,1.098,Q1
"Nutrition, Metabolism and Cardiovascular Diseases",1.098,Q1
CIRP Journal of Manufacturing Science and Technology,1.097,Q1
English for Specific Purposes,1.097,Q1
Journal of Hypertension,1.097,Q1
Natural Resources Research,1.097,Q1
Research on Aging,1.097,Q1
ACR Open Rheumatology,1.096,Q2
ACS Chemical Neuroscience,1.096,Q1
Aquaculture,1.096,Q1
Autonomous Robots,1.096,Q1
Journal of the Geological Society,1.096,Q1
Physical Review C,1.096,Q1
Reproduction,1.096,Q1
Advances in Life Course Research,1.095,Q1
CNS Spectrums,1.095,Q2
International Journal of Housing Policy,1.095,Q1
Journal of Clinical and Translational Hepatology,1.095,Q1
Personality and Mental Health,1.095,Q1
Superconductor Science and Technology,1.095,Q1
Surgery (United States),1.095,Q1
Neuroendocrinology,1.094,Q2
SIAM Journal on Discrete Mathematics,1.094,Q1
Clinical Genetics,1.093,Q2
"Engineering Science and Technology, an International Journal",1.093,Q1
Insect Conservation and Diversity,1.093,Q1
Journal of Educational Measurement,1.093,Q1
Journal of Gastric Cancer,1.093,Q1
Journal on Migration and Human Security,1.093,Q1
Scandinavian Journal of Economics,1.093,Q1
Service Business,1.093,Q1
Annals of Operations Research,1.092,Q1
Bulletin de la Societe Mathematique de France,1.092,Q1
Environmental Epidemiology,1.092,Q1
Materials and Structures/Materiaux et Constructions,1.092,Q1
American Journal of Health Promotion,1.091,Q1
Digestive and Liver Disease,1.091,Q1
Digital Geography and Society,1.091,Q1
Journal of Contaminant Hydrology,1.091,Q1
NDT and E International,1.091,Q1
Regional Environmental Change,1.091,Q2
TechTrends,1.091,Q1
Tectonophysics,1.091,Q1
Tree Physiology,1.091,Q1
American Journal of Chinese Medicine,1.090,Q1
Earth Surface Dynamics,1.090,Q1
Expert Review of Anti-Infective Therapy,1.090,Q1
International Journal of Robust and Nonlinear Control,1.090,Q1
Oxford Open Immunology,1.090,Q2
Research Involvement and Engagement,1.090,Q1
Bioelectronic Medicine,1.089,Q1
Bulletin of the Seismological Society of America,1.089,Q1
Climate Change Ecology,1.089,Q1
International Journal of Lightweight Materials and Manufacture,1.089,Q1
Plant Biology,1.089,Q1
Annals of Financial Economics,1.088,Q1
Journal of Bacteriology,1.088,Q2
Journal of Counseling and Development,1.088,Q2
Journal of Multilingual and Multicultural Development,1.088,Q1
"Perspectives in Plant Ecology, Evolution and Systematics",1.088,Q1
Swiss Political Science Review,1.088,Q1
International Journal of Methods in Psychiatric Research,1.087,Q2
eNeuro,1.087,Q1
Applied Ergonomics,1.086,Q1
ChemBioEng Reviews,1.086,Q1
Multinational Business Review,1.086,Q1
Pituitary,1.086,Q2
Toxicological Sciences,1.086,Q1
Computer Law and Security Review,1.085,Q1
Galaxies,1.085,Q1
JAMIA Open,1.085,Q1
Journal of Hospital Medicine,1.085,Q1
Journal of Sport and Social Issues,1.085,Q1
Structures,1.085,Q1
Adipocyte,1.084,Q1
Agriculture and Food Security,1.084,Q1
Journal of Comparative Neurology,1.084,Q2
Chemical Engineering Science: X,1.083,Q1
Forestry Research,1.083,Q1
Journal of Family Psychology,1.083,Q1
Administration and Society,1.082,Q1
Advances in Simulation,1.082,Q1
"Annals of Allergy, Asthma and Immunology",1.082,Q1
BMC Medical Ethics,1.082,Q1
BioScience Trends,1.082,Q1
Hydrometallurgy,1.082,Q1
IEEE Transactions on Computational Imaging,1.082,Q1
Journal of Dermatological Science,1.082,Q1
Journal of Physical Activity and Health,1.082,Q1
Northwestern University Law Review,1.082,Q1
Youth Violence and Juvenile Justice,1.082,Q1
Journal for the Scientific Study of Religion,1.081,Q1
Journal of Accounting and Public Policy,1.081,Q1
Journal of Economics and Management Strategy,1.081,Q1
Journal of Environmental Planning and Management,1.081,Q1
Management of Environmental Quality,1.081,Q1
Mycology,1.081,Q1
Handbook of Experimental Pharmacology,1.080,Q1
"Journal of Law, Finance, and Accounting",1.080,Q1
Journal of Zhejiang University: Science B,1.080,Q1
Solid Earth,1.080,Q1
Andrology,1.079,Q1
Early Intervention in Psychiatry,1.079,Q2
Forensic Science International: Synergy,1.079,Q1
Aging,1.078,Q2
Archives of Public Health,1.078,Q1
Current Opinion in Hematology,1.078,Q1
EuroMed Journal of Business,1.078,Q1
Journal of Applied Physiology,1.078,Q1
Journal of Cultural Economics,1.078,Q1
Macromolecular Rapid Communications,1.078,Q1
Network Neuroscience,1.078,Q1
Applied Clay Science,1.077,Q1
Indoor Air,1.077,Q1
Journal of Cutaneous Medicine and Surgery,1.077,Q1
Journal of Survey Statistics and Methodology,1.077,Q1
Agriculture and Human Values,1.076,Q1
Ain Shams Engineering Journal,1.076,Q1
Arrhythmia and Electrophysiology Review,1.076,Q1
Botanical Review,1.076,Q1
European Educational Research Journal,1.076,Q1
European Journal of Clinical Nutrition,1.076,Q1
European Polymer Journal,1.076,Q1
European Spine Journal,1.076,Q1
Journal of Immunology Research,1.076,Q1
Neuromodulation,1.076,Q1
Proceedings of the Royal Society of Edinburgh Section A: Mathematics,1.076,Q1
Frontiers in Oncology,1.075,Q2
Intelligent Medicine,1.075,Q1
International Journal for Numerical Methods in Engineering,1.075,Q1
Journal of Field Robotics,1.075,Q1
Pharmaceutics,1.075,Q1
Review of Industrial Organization,1.075,Q1
Strength and Conditioning Journal,1.075,Q1
Investigational New Drugs,1.074,Q1
Pharmaceutical Statistics,1.074,Q1
Plant Genome,1.074,Q1
Applied Food Research,1.073,Q1
BMC Primary Care,1.073,Q1
Discovery Immunology,1.073,Q1
Environment and Planning B: Urban Analytics and City Science,1.073,Q1
Heredity,1.073,Q2
Journal of Immigrant and Minority Health,1.073,Q1
Journal of Periodontal Research,1.073,Q1
Marine and Petroleum Geology,1.073,Q1
Solar Compass,1.073,Q2
Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,1.072,Q1
Expert Review of Clinical Pharmacology,1.072,Q1
IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,1.072,-
International Journal of Precision Engineering and Manufacturing - Green Technology,1.072,Q1
Journal of Sports Science and Medicine,1.072,Q1
Materials Science for Energy Technologies,1.072,Q1
Post-Soviet Affairs,1.072,Q1
Science and Technology of Archaeological Research,1.072,Q1
Biology Letters,1.071,Q1
Economics of Innovation and New Technology,1.071,Q1
Epigenetics,1.071,Q1
Hypertension Research,1.071,Q1
IEEE Transactions on Learning Technologies,1.071,Q1
International Gambling Studies,1.071,Q2
Journal of Policy Modeling,1.071,Q1
Journal of Sex Research,1.071,Q1
Journal of the American College of Radiology,1.071,Q1
Mycorrhiza,1.071,Q1
Proceedings of the ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),1.071,-
Prostate,1.071,Q1
Urban Affairs Review,1.071,Q1
Acta Diabetologica,1.070,Q1
Diabetes Therapy,1.070,Q2
Frontiers in Digital Health,1.070,Q1
International Journal of Concrete Structures and Materials,1.070,Q1
Journal of General Virology,1.070,Q2
Language Learning and Technology,1.070,Q1
Neural Development,1.070,Q2
Neurologia Medico-Chirurgica,1.070,Q1
Politics,1.070,Q1
Proceedings - IEEE International Conference on Robotics and Automation,1.070,-
BMC Pregnancy and Childbirth,1.069,Q1
Conservation Science and Practice,1.069,Q1
Ecology and Society,1.069,Q1
European Business Review,1.069,Q1
American Journal of Orthopsychiatry,1.068,Q1
BioData Mining,1.068,Q1
Brain Research Bulletin,1.068,Q2
Current Opinion in Gastroenterology,1.068,Q1
Frontiers in Neuroscience,1.068,Q2
Journal of Digital Learning in Teacher Education,1.068,Q1
Journal of Quality Technology,1.068,Q1
Journal of Vegetation Science,1.068,Q1
"Mayo Clinic Proceedings: Innovations, Quality and Outcomes",1.068,Q1
Minerva,1.068,Q1
Organic Chemistry Frontiers,1.068,Q1
State Politics and Policy Quarterly,1.068,Q1
Cooperation and Conflict,1.067,Q1
Journal of Benefit-Cost Analysis,1.067,Q1
Journal of Dermatological Treatment,1.067,Q1
Journal of Science Teacher Education,1.067,Q1
Journal of Studies in International Education,1.067,Q1
Natural Products and Bioprospecting,1.067,Q1
Tsinghua Science and Technology,1.067,Q1
Chinese Medicine (United Kingdom),1.066,Q1
Human Resource Development International,1.066,Q2
International Journal of Damage Mechanics,1.066,Q1
Child Indicators Research,1.065,Q1
Discrete and Continuous Dynamical Systems- Series A,1.065,Q1
European Cardiology Review,1.065,Q1
Intelligent and Converged Networks,1.065,Q1
Journal of Civil Structural Health Monitoring,1.065,Q1
Journal of Diabetes Research,1.065,Q2
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",1.065,Q1
Revista Brasileira de Psiquiatria,1.065,Q2
Water Biology and Security,1.065,Q1
Cartilage,1.064,Q1
Environmental Toxicology and Pharmacology,1.064,Q1
European Journal of Special Needs Education,1.064,Q1
IEEE Control Systems Letters,1.064,Q1
International Journal of Inclusive Education,1.064,Q1
International Migration Review,1.064,Q1
Journal of Behavioral Decision Making,1.064,Q1
Motivation and Emotion,1.064,Q1
Separation and Purification Reviews,1.064,Q1
Chromosome Research,1.063,Q2
EXCLI Journal,1.063,Q1
European Journal of Health Economics,1.063,Q1
Global Heart,1.063,Q1
International Communications in Heat and Mass Transfer,1.063,Q1
JAC-Antimicrobial Resistance,1.063,Q1
Journal of Asthma and Allergy,1.063,Q1
Journal of Reconstructive Microsurgery,1.063,Q1
Neurobiology of Pain,1.063,Q1
Poultry Science,1.063,Q1
Radiologia Medica,1.063,Q1
Reproductive Medicine and Biology,1.063,Q1
Respiratory Medicine,1.063,Q1
Aquaculture Economics and Management,1.062,Q1
City and Environment Interactions,1.062,Q1
Journal of Global Security Studies,1.062,Q1
Journal of Neurogastroenterology and Motility,1.062,Q1
Pflugers Archiv European Journal of Physiology,1.062,Q1
"Alcohol, Clinical and Experimental Research",1.061,Q1
Case Studies in Thermal Engineering,1.061,Q1
Digital Biomarkers,1.061,Q1
Global Challenges,1.061,Q1
IEEE/ACM Transactions on Audio Speech and Language Processing,1.061,Q1
JBI Evidence Synthesis,1.061,Q1
Journal of Further and Higher Education,1.061,Q1
NeoBiota,1.061,Q1
Neurological Research and Practice,1.061,Q2
Perspectives in Public Health,1.061,Q1
Research in Higher Education,1.061,Q1
Annals of Actuarial Science,1.060,Q1
Clinical Hypertension,1.060,Q1
European Journal of Applied Physiology,1.060,Q1
Food Microbiology,1.060,Q1
IEEE Internet of Things Magazine,1.060,Q1
Journal of Homosexuality,1.060,Q1
Astroparticle Physics,1.059,Q1
Best Practice and Research in Clinical Anaesthesiology,1.059,Q1
Canadian Journal of Diabetes,1.059,Q1
IEEE Transactions on Visualization and Computer Graphics,1.059,Q1
Icarus,1.059,Q1
International Journal of Geomechanics,1.059,Q1
Quantum Machine Intelligence,1.059,Q1
"Sport, Exercise, and Performance Psychology",1.059,Q1
ICES Journal of Marine Science,1.058,Q1
SIAM-ASA Journal on Uncertainty Quantification,1.058,Q1
Algebraic Combinatorics,1.057,Q1
Journal of Sociolinguistics,1.057,Q1
Materials and Manufacturing Processes,1.057,Q1
Terrorism and Political Violence,1.057,Q1
Water Security,1.057,Q1
Geomechanics for Energy and the Environment,1.056,Q1
International Journal of Solids and Structures,1.056,Q1
Journal of Nursing Scholarship,1.056,Q1
OpenNano,1.056,Q1
Gut Pathogens,1.055,Q1
Journal of Urban Management,1.055,Q1
"Pedagogy, Culture and Society",1.055,Q1
Random Structures and Algorithms,1.055,Q1
World Journal of Urology,1.055,Q1
Accounting Education,1.054,Q1
Biomolecules and Therapeutics,1.054,Q1
Child and Adolescent Psychiatric Clinics of North America,1.054,Q1
Fractional Calculus and Applied Analysis,1.054,Q1
Infection and Immunity,1.054,Q1
Journal of Fashion Marketing and Management,1.054,Q1
Polysaccharides,1.054,Q1
Computers and Electrical Engineering,1.053,Q1
Expert Opinion on Drug Delivery,1.053,Q1
"Geomatics, Natural Hazards and Risk",1.053,Q1
Regional Sustainability,1.053,Q1
Biochimica et Biophysica Acta - Bioenergetics,1.052,Q1
Frontiers in Remote Sensing,1.052,Q1
Future Oncology,1.052,Q1
Journal of Health Services Research and Policy,1.052,Q1
Journal of Pediatric Psychology,1.052,Q1
Molecular Pharmacology,1.052,Q1
Schizophrenia Research: Cognition,1.052,Q2
Synthese,1.052,Q1
Archives of Sexual Behavior,1.051,Q1
Bioengineered,1.051,Q1
Geomorphology,1.051,Q1
International Archives of Occupational and Environmental Health,1.051,Q1
International Journal of High Performance Computing Applications,1.051,Q1
Maritime Policy and Management,1.051,Q1
Mathematics in Engineering,1.051,Q1
Research in Social Stratification and Mobility,1.051,Q1
Toxins,1.051,Q1
Archives of Orthopaedic and Trauma Surgery,1.050,Q1
Catalysis Today,1.050,Q1
Egyptian Informatics Journal,1.050,Q1
Journal of Geriatric Psychiatry and Neurology,1.050,Q2
Journal of the Peripheral Nervous System,1.050,Q1
Multiple Sclerosis and Related Disorders,1.050,Q1
New York University Law Review,1.050,Q1
World Journal of Pediatrics,1.050,Q1
Harvard Review of Psychiatry,1.049,Q2
Journal of Behavioral and Experimental Finance,1.049,Q1
Journal of Service Theory and Practice,1.049,Q1
"Law, Innovation and Technology",1.049,Q1
Ultrasonics,1.049,Q1
Biophysical Reviews,1.048,Q1
Chemical and Biological Technologies in Agriculture,1.048,Q1
Finite Fields and their Applications,1.048,Q1
Infection Control and Hospital Epidemiology,1.048,Q1
Journal of Diabetes and its Complications,1.048,Q2
Water Resources Management,1.048,Q1
Circular Economy and Sustainability,1.047,Q1
International Journal of Intercultural Relations,1.047,Q1
Journal of Business and Technical Communication,1.047,Q1
Paediatric Respiratory Reviews,1.047,Q1
Theory and Society,1.047,Q1
American Journal of Industrial Medicine,1.046,Q1
BMC Palliative Care,1.046,Q1
Clinical Gerontologist,1.046,Q1
Polymer Testing,1.046,Q1
Presse Medicale,1.046,Q1
ACS Applied Electronic Materials,1.045,Q1
Chemical Synthesis,1.045,Q1
European Urban and Regional Studies,1.045,Q1
Expert Review of Gastroenterology and Hepatology,1.045,Q2
Global Ecology and Conservation,1.045,Q1
Health and Social Care in the Community,1.045,Q1
IEEE Transactions on Quantum Engineering,1.045,Q1
Information and Software Technology,1.045,Q1
Psychology and Health,1.045,Q1
Qualitative Health Research,1.045,Q1
Studies in Family Planning,1.045,Q1
Trabajos de Prehistoria,1.045,Q1
npj Microgravity,1.045,Q1
Drug Metabolism Reviews,1.044,Q1
IEEE Open Journal of the Solid-State Circuits Society,1.044,Q1
Recycling,1.044,Q1
Cold Regions Science and Technology,1.043,Q1
Journal of Communications and Networks,1.043,Q1
Journal of Fluids and Structures,1.043,Q1
Psychiatric Quarterly,1.043,Q2
Quantum Topology,1.043,Q1
Transportmetrica B,1.043,Q1
BIT Numerical Mathematics,1.042,Q1
Family Practice,1.042,Q1
Archives of Environmental Contamination and Toxicology,1.041,Q1
BMC Medical Informatics and Decision Making,1.041,Q1
Computational Psychiatry,1.041,Q1
FlatChem,1.041,Q1
Food Chemistry: Molecular Sciences,1.041,Q1
Journal of Bone Oncology,1.041,Q2
Journal of Management and Governance,1.041,Q1
Animal,1.040,Q1
Cluster Computing,1.040,Q1
Computers and Geosciences,1.040,Q1
Journal of Acquired Immune Deficiency Syndromes (1999),1.040,Q1
Mathematics and Computers in Simulation,1.040,Q1
"Research in Psychotherapy: Psychopathology, Process and Outcome",1.040,Q1
Advances in Manufacturing,1.039,Q1
Bioresources and Bioprocessing,1.039,Q1
Educational Assessment,1.039,Q1
IEEE Sensors Journal,1.039,Q1
Journal of Business and Industrial Marketing,1.039,Q1
Advances in Water Resources,1.038,Q1
IEEE Microwave and Wireless Technology Letters,1.038,Q1
International Journal of Psychiatry in Clinical Practice,1.038,Q2
Journal of Multinational Financial Management,1.038,Q1
Alexandria Engineering Journal,1.037,Q1
Chemical Communications,1.037,Q1
European Journal of Population,1.037,Q1
Journal of Human Rights and the Environment,1.037,Q1
Medical Education Online,1.037,Q1
Sexuality Research and Social Policy,1.037,Q1
Animal Conservation,1.036,Q1
Biology of the Cell,1.036,Q1
Biotechnology for Biofuels and Bioproducts,1.036,Q1
Communications in Computational Physics,1.036,Q1
Corporate Governance (Bingley),1.036,Q1
Current Problems in Cancer,1.036,Q2
Ethnic and Racial Studies,1.036,Q1
Human Behavior and Emerging Technologies,1.036,Q1
International Orthopaedics,1.036,Q1
Journal of Hydrology X,1.036,Q1
Ophthalmologica,1.036,Q1
Parasites and Vectors,1.036,Q1
Surfaces and Interfaces,1.036,Q1
Tourism Recreation Research,1.036,Q1
ACS Infectious Diseases,1.035,Q1
BMC Infectious Diseases,1.035,Q1
Bioconjugate Chemistry,1.035,Q1
Canadian Journal of Public Health,1.035,Q1
Documenta Mathematica,1.035,Q1
Journal of Obesity,1.035,Q2
"Life Sciences, Society and Policy",1.035,Q1
Biological Psychology,1.034,Q1
Biotechnology Reports,1.034,Q1
Ceramics International,1.034,Q1
Expert Opinion on Emerging Drugs,1.034,Q1
Interpreting,1.034,Q1
Medicine in Drug Discovery,1.034,Q1
Pain and Therapy,1.034,Q1
Psychological Research,1.034,Q1
Public Policy and Administration,1.034,Q1
Ticks and Tick-borne Diseases,1.034,Q1
Biosystems Engineering,1.033,Q1
Drug and Alcohol Review,1.033,Q1
European Journal of Cardio-thoracic Surgery,1.033,Q1
Human Pathology,1.033,Q1
Innovation in Aging,1.033,Q1
Journal of Behavioral Medicine,1.033,Q1
Journal of Computer and System Sciences,1.033,Q1
Molecular and Cellular Biochemistry,1.033,Q1
Physical Review A,1.033,Q1
Tourism Economics,1.033,Q1
Acta Dermato-Venereologica,1.032,Q1
Applied Developmental Science,1.032,Q1
Applied Spectroscopy Reviews,1.032,Q1
BMC Microbiology,1.032,Q1
Brain Imaging and Behavior,1.032,Q1
Freshwater Biology,1.032,Q1
Journal of Family Nursing,1.032,Q1
Judgment and Decision Making,1.032,Q1
Qualitative Inquiry,1.032,Q1
npj Primary Care Respiratory Medicine,1.032,Q1
